orix,oriy,oriz,gyrox,gyroy,gyroz,linerx,linery,linerz,accx,accy,accz,gravx,gravy,gravz,temp
41.63,42.63,-88.69,0.73,-0.07,-1.64,-1.68,4.80,0.25,4.76,12.48,0.19,6.54,7.30,0.10,28
43.13,40.00,-89.88,0.50,0.30,-0.84,-1.27,5.05,0.09,6.19,12.46,0.00,6.26,7.54,0.00,28
42.94,39.00,-89.69,0.21,0.51,-0.39,2.32,6.10,-1.28,8.50,13.72,-1.25,6.17,7.62,0.03,28
43.00,37.88,-88.94,-0.02,0.51,-0.48,1.10,9.24,-0.80,7.13,16.97,-0.67,6.02,7.73,0.13,28
42.81,37.63,-88.19,-0.25,0.27,0.46,-1.39,9.27,-1.49,4.63,17.00,-1.22,6.02,7.72,0.27,28
40.69,40.00,-87.13,-0.41,-0.16,2.01,-1.47,6.16,-0.67,4.97,13.53,-0.28,6.45,7.37,0.38,28
36.63,45.06,-86.56,-0.36,-0.34,2.42,-0.75,3.29,1.08,6.35,10.03,1.49,7.10,6.74,0.40,28
32.81,49.63,-86.56,0.02,-0.21,1.60,-0.55,2.64,0.78,5.76,9.91,0.34,7.56,6.23,0.36,28
29.56,53.13,-86.69,-0.14,-0.14,1.81,-3.23,5.71,-1.38,4.76,12.01,-0.72,7.96,5.71,0.34,28
25.31,58.19,-85.19,-0.48,0.09,2.49,-2.19,5.53,0.42,4.89,10.61,-0.45,8.45,4.94,0.45,28
20.31,63.69,-83.19,-0.27,0.02,2.49,-4.03,4.77,-0.34,4.81,8.61,1.48,8.89,4.10,0.51,28
15.06,68.25,-82.00,0.77,0.20,1.74,-4.15,7.12,1.29,4.95,10.71,1.79,9.11,3.58,0.50,28
10.25,70.50,-82.63,1.12,0.04,0.64,1.89,9.08,-2.42,11.14,12.32,-2.00,9.24,3.24,0.41,28
8.75,70.44,-83.81,0.82,0.42,-0.78,-7.69,-0.13,-3.06,1.52,3.19,-2.70,9.21,3.33,0.36,28
10.63,67.44,-84.19,0.23,0.10,-1.67,-8.46,-4.21,-0.99,0.52,-0.33,-0.61,8.99,3.88,0.37,28
13.75,63.75,-85.00,0.23,0.09,-1.68,-8.33,-4.42,-0.76,0.47,-0.22,-0.46,8.72,4.46,0.37,28
17.00,60.00,-85.69,0.22,0.09,-1.70,-7.98,-5.02,-0.75,0.50,-0.13,-0.38,8.41,5.02,0.36,28
20.31,56.19,-86.25,0.22,0.09,-1.72,-7.56,-5.58,-0.73,0.58,-0.14,-0.38,8.05,5.57,0.34,28
23.63,52.31,-86.81,0.23,0.09,-1.74,-7.11,-6.12,-0.70,0.65,-0.15,-0.37,7.66,6.11,0.32,28
27.00,48.44,-87.31,0.24,0.09,-1.77,-6.67,-6.63,-0.62,0.66,-0.13,-0.32,7.22,6.62,0.29,28
30.44,44.44,-87.81,0.25,0.09,-1.80,-6.22,-7.07,-0.54,0.65,-0.08,-0.27,6.87,6.99,0.26,28
33.06,41.44,-88.19,0.27,0.09,-1.83,-5.71,-7.50,-0.46,0.64,-0.04,-0.25,6.36,7.45,0.21,28
36.63,37.31,-88.75,0.29,0.10,-1.86,-5.14,-7.83,-0.39,0.66,0.06,-0.24,5.80,7.89,0.14,28
40.25,33.13,-89.31,0.32,0.09,-1.91,-4.55,-8.09,-0.25,0.65,0.20,-0.18,5.21,8.30,0.07,28
44.00,28.88,-89.94,0.33,0.09,-1.94,-4.03,-8.20,-0.18,0.71,0.43,-0.17,4.57,8.67,-0.02,28
47.81,24.50,-90.56,0.32,0.09,-1.97,-3.32,-8.26,-0.06,0.74,0.65,-0.16,3.90,8.99,-0.11,28
55.25,21.81,-92.94,-0.18,-4.32,-0.69,34.08,22.51,-14.19,37.73,31.60,-14.65,3.65,9.09,-0.46,28
58.50,20.19,-89.44,-2.73,3.07,0.52,35.88,31.17,-10.98,39.28,40.37,-10.90,3.51,9.12,0.71,28
50.19,23.69,-78.75,-2.83,1.37,2.43,23.56,14.90,13.57,27.50,23.71,15.32,4.17,8.64,1.99,28
43.13,30.13,-72.56,-1.37,1.06,3.20,-6.46,-15.09,0.35,-1.53,-7.00,2.89,4.92,8.08,2.54,28
36.44,34.31,-71.56,1.65,0.35,1.32,-8.55,-8.46,-2.99,-3.02,-0.78,-0.43,5.53,7.68,2.55,28
35.88,34.00,-75.38,1.24,-1.08,-1.53,0.75,4.84,0.30,6.14,12.81,2.20,5.38,7.97,1.89,28
39.44,32.06,-78.88,0.34,-0.95,-0.48,1.96,2.90,-0.22,7.18,11.05,1.31,5.22,8.15,1.53,28
39.75,32.94,-79.69,-0.28,-0.46,0.45,1.55,0.38,-1.07,6.19,8.00,0.73,5.37,8.06,1.48,28
39.75,33.94,-79.00,-0.35,-0.22,0.32,-0.34,-1.06,-0.62,5.12,6.91,0.91,5.50,7.96,1.55,28
39.81,34.44,-78.94,-0.05,-0.25,0.17,0.28,-0.82,0.74,5.83,7.11,2.28,5.57,7.92,1.52,28
39.50,35.19,-79.38,0.10,-0.24,0.38,0.52,-0.11,0.68,6.18,7.76,2.15,5.69,7.85,1.44,28
38.88,36.25,-79.88,0.03,-0.34,0.45,0.02,-0.59,0.27,5.83,7.18,1.66,5.84,7.75,1.36,28
38.63,37.44,-80.56,0.04,-0.54,0.42,0.67,-0.92,0.30,6.63,6.75,1.57,5.96,7.68,1.27,28
38.50,38.25,-81.38,0.21,-0.56,0.46,1.71,-0.51,-1.63,7.83,7.07,-0.53,6.11,7.58,1.10,27
38.13,39.06,-82.63,0.29,-0.37,0.09,-0.26,-1.75,0.16,5.91,5.79,1.08,6.18,7.55,0.91,27
38.75,39.56,-84.69,0.18,-1.13,0.34,-1.71,-0.21,-0.03,4.57,7.27,0.58,6.29,7.49,0.61,27
39.44,41.13,-86.38,-0.39,-0.96,0.67,2.29,0.08,-1.47,8.72,7.05,-1.49,6.49,7.32,0.46,27
39.94,41.88,-85.31,-0.69,0.19,0.06,-1.61,-2.14,-2.62,4.93,5.13,-2.03,6.54,7.27,0.58,27
40.69,41.25,-82.94,-0.66,0.78,-0.46,2.82,-1.06,-0.41,9.29,6.24,0.48,6.46,7.31,0.90,27
41.69,38.81,-80.38,-0.25,1.08,-1.14,-0.78,-0.69,1.21,5.36,6.84,2.49,6.14,7.53,1.27,27
42.25,36.25,-79.13,0.35,0.75,-0.68,-8.63,1.78,-12.66,-2.83,9.55,-11.17,5.80,7.76,1.48,27
43.13,37.19,-80.75,-0.11,-0.89,0.62,1.78,3.15,-1.04,7.72,10.85,0.20,5.93,7.70,1.24,27
43.13,38.50,-81.19,-0.33,-0.39,0.29,2.03,1.88,-0.96,8.17,9.45,0.20,6.13,7.56,1.16,27
44.31,37.88,-81.50,0.13,-0.19,-0.93,0.82,-3.88,0.58,6.75,3.84,1.68,5.93,7.73,1.10,27
48.38,33.88,-83.56,0.67,-0.46,-2.36,-0.05,-4.77,-0.21,5.22,3.44,0.62,5.27,8.22,0.83,27
53.69,28.25,-85.88,0.82,-0.01,-2.64,1.70,-2.49,0.16,7.25,6.86,1.28,4.41,8.73,0.53,27
58.81,21.94,-88.25,1.12,0.11,-2.98,3.80,-2.56,0.45,7.48,6.52,0.72,3.67,9.08,0.26,27
64.50,15.69,-90.19,0.68,0.02,-2.58,4.29,-1.24,0.67,6.94,8.19,0.64,2.65,9.44,-0.03,27
68.31,11.69,-90.81,0.23,-0.10,-2.36,5.87,0.11,1.47,7.64,9.75,1.31,1.77,9.64,-0.16,27
73.44,6.75,-91.44,0.35,-0.08,-1.82,8.10,3.67,2.90,9.09,13.42,2.61,0.98,9.75,-0.28,27
76.63,3.75,-92.00,0.11,-0.08,-0.88,7.90,6.36,1.63,8.49,16.14,1.28,0.58,9.78,-0.35,27
76.81,3.25,-91.69,-0.30,0.27,0.11,12.08,8.46,0.79,12.67,18.24,0.54,0.59,9.78,-0.25,27
74.94,5.06,-90.63,-0.45,-0.06,1.45,9.17,11.21,3.21,9.63,20.14,4.35,1.06,9.74,-0.07,27
68.56,11.69,-89.63,-0.64,0.03,3.83,5.20,9.84,1.15,8.73,19.96,0.30,2.38,9.51,0.13,27
59.75,21.25,-88.06,-0.32,-0.09,4.04,4.62,7.83,2.48,8.17,16.97,2.79,3.86,9.00,0.28,27
53.19,26.88,-90.19,1.63,-0.09,1.67,-1.89,-5.95,0.41,2.54,2.78,0.38,4.43,8.74,-0.03,27
49.63,29.25,-93.00,1.62,-0.05,1.40,-4.96,-8.53,0.00,-0.05,-0.06,-0.58,4.90,8.46,-0.58,27
44.63,32.31,-96.81,1.62,-0.04,1.41,-5.31,-8.20,0.51,0.04,-0.06,-0.59,5.35,8.13,-1.11,27
39.31,35.38,-100.75,1.61,-0.04,1.41,-5.73,-7.74,1.04,0.05,0.00,-0.57,5.79,7.74,-1.62,27
33.63,38.44,-104.94,1.61,-0.05,1.42,-6.00,-7.38,1.38,0.07,0.03,-0.55,6.20,7.30,-2.10,28
27.63,41.44,-109.38,1.60,-0.05,1.42,-6.38,-6.85,1.83,0.07,0.10,-0.64,6.58,6.80,-2.54,28
21.31,44.31,-114.06,1.58,-0.05,1.42,-6.73,-6.28,2.27,0.13,0.13,-0.63,6.94,6.26,-2.96,28
14.63,47.06,-119.13,1.56,-0.07,1.41,-7.06,-5.67,2.60,0.12,0.15,-0.66,7.25,5.68,-3.34,28
7.69,49.63,-124.56,1.55,-0.07,1.39,-7.34,-5.05,2.94,0.13,0.17,-0.65,7.53,5.07,-3.68,28
0.50,51.94,-130.44,1.54,-0.09,1.37,-7.57,-4.44,3.22,0.14,0.14,-0.70,7.72,4.59,-3.92,28
354.88,53.50,-135.19,1.53,-0.09,1.35,-7.74,-3.76,3.43,0.18,0.17,-0.76,7.93,3.94,-4.20,28
347.13,55.31,-141.88,1.52,-0.10,1.32,-7.81,-3.06,3.65,0.29,0.20,-0.79,8.10,3.27,-4.44,28
339.25,56.75,-148.94,0.80,-0.41,1.25,-9.74,19.39,-34.81,-1.52,22.02,-39.47,8.21,2.63,-4.65,28
357.56,59.13,-134.13,-11.26,4.35,-0.41,6.56,25.18,1.52,15.09,29.15,-1.24,8.52,3.97,-2.76,28
356.69,64.94,-128.00,1.19,0.20,2.45,1.60,6.68,1.62,10.50,9.90,-0.91,8.90,3.21,-2.54,28
357.00,65.25,-126.38,-0.09,0.53,-0.28,4.25,-3.91,-1.18,13.34,0.51,-2.83,8.92,3.31,-2.36,28
355.63,67.63,-123.56,-0.46,1.07,1.24,7.52,3.72,-1.90,17.17,8.41,-4.25,9.12,3.02,-1.96,28
355.25,69.44,-119.50,-0.58,0.70,-0.26,6.77,4.54,-2.04,15.96,7.53,-3.74,9.17,3.06,-1.62,28
358.81,67.81,-113.19,-0.67,0.30,-1.28,2.53,0.00,-0.69,11.61,3.39,-2.15,9.08,3.40,-1.45,28
1.63,66.19,-109.81,-0.47,0.08,-0.84,0.92,0.47,-0.36,9.87,4.27,-1.68,8.94,3.79,-1.31,28
4.25,64.38,-108.00,-0.05,-0.26,-1.00,0.18,1.01,-0.52,8.98,5.12,-1.85,8.80,4.11,-1.33,28
7.06,61.81,-108.19,0.07,-0.53,-1.11,-0.27,-0.25,0.28,8.31,4.22,-1.20,8.59,4.48,-1.49,28
9.38,59.63,-108.94,0.10,-0.34,-0.67,1.69,0.52,-0.07,10.87,5.87,-1.83,8.43,4.73,-1.63,28
11.38,57.81,-108.88,-0.01,-0.19,-1.03,4.66,1.80,-0.45,13.34,7.06,-2.20,8.23,5.04,-1.70,28
15.00,54.56,-107.56,-0.10,-0.09,-1.72,6.38,2.21,-1.31,14.26,7.70,-2.78,7.89,5.55,-1.72,28
19.75,50.38,-106.25,-0.06,-0.26,-1.99,6.77,3.37,-2.27,14.38,9.86,-4.40,7.43,6.14,-1.77,28
25.19,45.69,-105.56,-0.07,-0.43,-2.24,7.87,5.12,-1.21,14.89,11.72,-3.05,6.85,6.75,-1.86,28
31.88,40.38,-104.69,-0.41,-0.43,-2.26,6.47,1.87,0.86,12.83,9.09,-1.04,6.35,7.22,-1.90,28
36.38,36.81,-103.75,-0.37,-0.26,-2.10,6.65,0.47,0.21,12.37,8.22,-1.63,5.72,7.74,-1.85,28
42.25,32.13,-102.50,-0.47,-0.26,-2.20,5.74,0.53,2.86,10.78,8.76,1.09,5.03,8.22,-1.77,28
48.69,27.00,-101.13,-0.50,-0.44,-2.37,4.84,-2.81,0.95,9.09,5.86,-0.71,4.25,8.67,-1.66,28
55.88,21.56,-100.19,-0.42,-0.72,-2.39,3.39,-4.91,2.16,6.36,3.25,0.93,3.39,9.05,-1.61,28
64.63,16.00,-100.56,0.19,-1.49,-2.35,2.23,-6.06,3.20,5.35,3.80,0.87,2.46,9.32,-1.80,28
74.63,9.88,-101.81,0.21,-1.59,-2.52,4.88,-5.87,2.29,6.53,3.59,0.64,1.42,9.49,-2.00,28
84.06,3.44,-102.00,0.02,-0.89,-2.88,4.02,-6.43,2.38,3.32,2.17,0.09,0.30,9.58,-2.05,28
93.00,-3.00,-102.38,0.21,-0.78,-2.70,2.54,-9.00,1.23,2.03,0.56,-0.86,-0.51,9.56,-2.10,28
100.06,-9.00,-102.06,-0.41,-0.23,-2.81,2.04,-10.65,-0.81,0.50,-1.18,-2.84,-1.54,9.46,-2.02,28
105.44,-14.38,-101.13,-0.90,0.30,-3.79,0.12,-7.35,1.25,-2.65,1.88,-0.50,-2.77,9.24,-1.76,28
112.44,-22.75,-100.56,-0.35,0.48,-3.79,-0.40,-7.46,-0.53,-4.51,1.28,-2.17,-4.10,8.75,-1.64,28
119.75,-30.44,-100.88,-0.18,-0.21,-3.17,-0.05,-7.29,-1.09,-5.28,0.85,-2.66,-5.22,8.14,-1.57,28
126.69,-36.94,-100.94,0.03,-0.44,-2.56,0.91,-5.76,0.05,-5.17,1.78,-1.41,-6.08,7.54,-1.47,28
134.06,-42.75,-101.25,0.22,-0.59,-2.68,0.07,-3.92,2.85,-6.78,2.94,1.46,-6.86,6.86,-1.39,28
142.44,-49.38,-102.44,0.41,-0.49,-2.96,-1.54,-4.88,1.73,-9.17,1.13,0.36,-7.62,6.01,-1.36,28
149.94,-55.56,-103.75,0.23,-0.33,-2.65,-3.10,-4.58,0.33,-11.32,0.59,-0.97,-8.22,5.18,-1.30,28
155.88,-60.75,-105.50,0.02,-0.13,-2.23,-2.46,-4.07,0.89,-11.08,0.83,0.35,-8.65,4.43,-1.26,28
160.31,-65.31,-107.81,-0.19,0.08,-2.13,-3.11,-2.76,1.13,-12.02,1.12,-0.12,-8.91,3.89,-1.25,28
164.25,-69.56,-111.88,-0.27,0.15,-2.03,-5.32,-1.77,-0.25,-14.51,1.39,-1.53,-9.24,3.00,-1.27,28
167.69,-73.25,-116.25,-0.25,-0.14,-1.67,-10.23,-1.40,-0.75,-19.62,1.11,-2.00,-9.43,2.39,-1.21,28
169.63,-75.75,-117.00,-0.31,-0.41,-0.59,-15.20,-1.13,-0.25,-25.04,0.86,-1.12,-9.51,2.13,-1.05,28
167.31,-74.63,-111.63,-0.44,-0.14,1.53,-13.56,-2.23,0.97,-23.02,0.17,0.01,-9.45,2.41,-0.95,28
160.13,-68.88,-106.06,-0.49,0.39,3.17,-8.04,-3.74,0.37,-17.19,-0.35,-0.59,-9.14,3.39,-0.97,28
153.44,-63.38,-103.69,-0.48,0.20,3.10,-7.29,-3.79,-2.05,-15.92,0.74,-3.09,-8.63,4.53,-1.04,28
146.56,-57.19,-98.81,-0.34,-1.49,3.01,-9.73,-6.75,1.78,-17.84,-1.27,1.10,-8.10,5.48,-0.68,28
140.81,-50.00,-92.63,0.10,-1.12,3.95,-9.08,-9.02,4.27,-16.35,-2.44,4.05,-7.27,6.57,-0.21,28
132.50,-41.19,-92.31,0.17,1.66,4.20,-9.03,-14.15,-0.36,-15.19,-6.52,-0.78,-6.15,7.62,-0.41,28
117.56,-30.69,-95.94,-0.01,3.33,4.96,-6.51,-12.40,3.50,-11.05,-3.77,2.44,-4.54,8.62,-1.05,28
98.88,-17.69,-99.63,0.71,2.62,5.40,3.10,-10.89,1.33,0.61,-1.55,-0.34,-2.48,9.33,-1.67,28
82.81,-6.00,-100.75,0.18,1.88,4.94,1.33,-10.16,1.80,0.80,-0.54,-0.04,-0.53,9.61,-1.85,28
66.88,5.44,-101.19,0.19,1.87,4.90,-0.09,-10.34,1.80,0.79,-0.71,-0.08,1.42,9.51,-1.89,28
50.94,16.94,-101.25,0.19,1.88,4.88,-2.05,-9.92,1.82,0.80,-0.72,-0.01,2.85,9.19,-1.83,28
35.38,28.31,-100.81,0.19,1.89,4.85,-3.77,-9.30,1.72,0.87,-0.83,0.09,4.65,8.47,-1.62,28
20.31,39.63,-99.69,0.19,1.90,4.83,-5.32,-8.31,1.35,0.93,-0.87,0.07,6.25,7.44,-1.27,28
6.06,50.81,-97.50,0.18,1.90,4.80,-6.55,-7.09,0.88,1.05,-0.95,0.07,7.60,6.13,-0.81,28
355.94,59.06,-94.50,0.18,1.89,4.77,-7.58,-5.75,0.36,1.05,-1.13,0.11,8.64,4.62,-0.25,28
343.19,69.69,-86.31,0.17,1.88,4.75,-8.23,-4.25,-0.17,1.10,-1.28,0.20,9.33,2.96,0.37,28
331.31,78.88,-61.88,0.16,1.88,4.73,-8.58,-2.67,-0.74,1.08,-1.45,0.31,9.67,1.22,1.06,28
320.25,80.63,3.88,0.15,1.90,4.74,-8.65,-0.98,-1.31,0.97,-1.53,0.45,9.63,-0.54,1.76,28
309.81,72.44,38.69,0.17,1.93,4.74,-8.40,0.27,-1.72,20.40,-19.36,19.92,9.18,-2.30,2.56,28
290.94,52.06,31.94,9.77,11.00,7.06,5.19,-17.66,11.42,12.93,-20.85,16.53,7.73,-3.19,5.11,28
276.19,19.19,24.69,2.92,11.14,7.30,11.89,-12.42,3.17,15.12,-16.29,11.58,2.23,-3.74,8.78,28
274.75,5.69,18.81,1.86,1.41,-0.72,-13.45,-9.49,5.96,-12.48,-12.65,15.19,1.15,-2.97,9.27,28
274.81,15.25,13.94,2.53,-5.77,-0.94,-10.20,-0.87,15.86,-3.87,-3.77,24.10,3.09,-2.04,9.07,28
274.38,25.13,9.00,2.00,-3.07,-0.45,-2.72,-0.99,16.85,1.44,-2.39,25.62,4.17,-1.39,8.76,28
273.25,25.94,5.63,1.38,0.92,0.27,-4.24,0.82,15.83,0.04,-0.04,24.61,4.29,-0.87,8.77,28
272.88,23.19,4.25,0.57,1.88,0.04,-2.81,-0.08,8.30,0.87,-0.71,17.36,3.69,-0.63,9.06,28
273.38,18.19,3.38,0.08,2.56,-0.32,1.28,-0.32,-2.40,4.10,-0.88,6.96,2.81,-0.55,9.37,28
274.00,11.88,4.31,-0.90,2.90,0.15,3.68,1.94,-6.09,5.84,1.43,2.33,1.75,-0.82,9.61,28
274.25,5.50,6.81,-1.21,2.87,-0.08,1.85,3.18,-8.08,2.80,2.02,1.60,0.95,-1.16,9.69,28
275.94,-0.81,9.63,-1.39,3.09,-0.83,6.10,1.81,-8.89,5.96,0.17,0.76,-0.13,-1.64,9.66,28
279.63,-6.94,13.44,-1.58,3.12,-1.60,2.32,0.96,-8.13,1.13,-1.29,1.33,-1.19,-2.26,9.46,28
282.56,-12.81,16.81,-0.89,2.90,-0.38,-0.76,0.81,-6.29,-2.94,-1.96,2.85,-2.17,-2.77,9.15,28
282.19,-17.31,17.25,0.67,1.73,1.15,-10.35,-1.19,3.13,-13.46,-3.88,12.04,-3.10,-2.68,8.90,28
280.75,-18.63,14.13,0.21,-0.51,0.59,-10.65,0.10,1.92,-13.76,-2.13,10.95,-3.11,-2.23,9.02,28
279.63,-20.25,13.44,0.42,1.85,0.64,-8.70,-0.08,8.63,-12.31,-2.14,17.51,-3.61,-2.06,8.87,28
279.13,-26.25,11.50,0.97,2.75,0.72,-7.95,-0.88,6.61,-12.53,-2.52,15.12,-4.58,-1.63,8.51,28
278.50,-33.13,8.75,1.04,3.25,0.81,-6.60,-1.75,7.46,-11.34,-1.69,12.98,-5.64,-1.12,7.93,28
277.69,-42.13,5.81,0.79,4.43,0.89,-5.24,-0.42,2.98,-11.82,-1.16,10.21,-6.91,-0.64,6.92,28
276.94,-53.81,4.06,0.36,5.64,0.61,-2.49,-0.64,1.84,-10.41,-1.05,7.61,-8.22,-0.35,5.32,28
277.25,-66.63,2.75,0.83,5.70,0.21,-0.89,0.30,2.41,-9.90,0.11,6.30,-9.20,-0.14,3.39,28
279.06,-78.88,2.06,1.09,5.41,-0.06,-0.04,0.73,0.82,-9.66,0.66,2.71,-9.70,-0.06,1.39,28
281.50,-89.25,179.25,0.81,4.89,-0.38,0.33,0.87,2.30,-9.47,0.75,2.27,-9.80,-0.11,-0.02,28
283.88,-82.06,167.94,0.77,4.32,-0.61,0.93,0.19,2.37,-8.71,-0.15,0.64,-9.64,-0.35,-1.72,28
287.44,-72.63,169.31,0.53,4.05,-0.47,0.97,0.46,3.18,-8.27,-0.13,-0.02,-9.24,-0.59,-3.21,28
291.38,-64.19,169.06,0.63,3.70,-0.57,1.34,0.00,4.59,-7.32,-0.87,0.09,-8.67,-0.88,-4.49,28
296.50,-55.69,168.44,0.52,3.92,-0.59,1.85,0.94,3.83,-6.83,-0.88,-0.59,-7.88,-1.17,-5.71,28
302.50,-46.94,168.00,0.32,3.75,-0.70,3.19,-0.28,4.84,-3.97,-1.67,-1.70,-7.16,-1.38,-6.54,28
279.69,-39.00,167.56,0.06,3.32,-0.77,5.18,2.58,4.16,-0.98,0.94,-3.27,-6.17,-1.63,-7.43,28
278.19,-32.06,167.63,-0.23,2.76,-0.87,5.21,1.21,5.62,0.00,-0.55,-2.49,-5.00,-1.80,-8.24,28
276.75,-26.44,167.75,-0.34,2.39,-0.95,5.25,1.30,2.40,0.88,-0.55,-6.17,-4.14,-1.86,-8.68,28
275.19,-20.31,168.13,-0.23,2.79,-0.87,6.31,1.50,0.81,2.90,-0.38,-8.18,-3.40,-1.89,-8.99,28
274.25,-15.31,168.31,-0.17,2.80,-0.74,6.68,1.11,-0.60,4.34,-0.79,-9.94,-2.33,-1.90,-9.33,28
273.38,-9.31,168.63,-0.10,2.27,-0.51,6.16,1.11,-0.37,4.78,-0.79,-9.89,-1.37,-1.90,-9.52,28
273.31,-4.81,168.81,-0.13,1.44,-0.33,6.78,0.83,-1.47,6.09,-1.04,-11.07,-0.69,-1.87,-9.60,28
273.63,-2.19,169.00,0.02,0.93,-0.02,7.08,0.66,-2.05,6.78,-1.21,-11.67,-0.30,-1.87,-9.62,28
274.00,-0.88,168.88,-0.06,0.44,0.07,7.75,0.69,-3.22,7.74,-1.26,-12.97,-0.12,-1.86,-9.62,28
274.13,-0.06,169.81,-0.62,0.41,-0.37,10.90,1.13,-5.22,12.32,-0.39,-16.85,0.05,-1.65,-9.66,28
273.75,3.50,171.94,-1.22,2.28,-0.32,19.48,2.51,-14.41,21.29,0.79,-24.83,0.81,-1.19,-9.69,28
272.88,6.06,176.63,-2.08,-0.36,-0.99,27.82,-0.01,-12.82,30.21,1.96,-22.68,0.89,-0.34,-9.75,28
268.69,0.19,-177.88,-1.90,-3.30,-2.58,17.76,4.57,15.97,17.80,4.93,6.17,-0.29,0.39,-9.79,28
264.56,-7.75,178.25,3.37,-3.39,-1.07,4.47,-0.44,16.96,3.14,-0.73,7.25,-1.32,-0.29,-9.71,28
264.88,-13.06,169.19,4.04,-2.26,0.01,1.65,1.18,8.82,-0.57,-0.60,-0.55,-2.22,-1.78,-9.38,28
265.44,-17.94,159.88,4.01,-2.26,0.01,2.47,2.60,8.32,-0.54,-0.60,-0.43,-3.02,-3.20,-8.76,28
266.06,-22.50,150.25,4.00,-2.28,0.02,3.15,3.91,7.50,-0.59,-0.58,-0.36,-3.75,-4.49,-7.86,28
266.56,-25.69,142.69,4.00,-2.29,0.04,3.77,4.98,6.36,-0.63,-0.63,-0.35,-4.41,-5.61,-6.71,28
12.63,-29.50,132.06,3.99,-2.29,0.05,4.30,5.88,5.03,-0.65,-0.66,-0.32,-4.95,-6.54,-5.36,28
14.75,-32.63,120.75,3.99,-2.30,0.06,4.67,6.55,3.50,-0.70,-0.69,-0.33,-5.38,-7.24,-3.83,28
16.31,-34.94,108.88,3.99,-2.28,0.08,4.95,6.95,1.93,-0.72,-0.73,-0.24,-5.67,-7.69,-2.18,28
17.50,-36.19,96.50,3.99,-2.27,0.09,5.06,7.10,0.74,-0.77,-0.77,-0.13,-5.81,-7.87,-0.47,28
18.56,-36.50,84.00,3.99,-2.24,0.11,5.03,7.10,-0.91,-0.79,-0.73,-0.09,-5.83,-7.84,0.81,28
19.44,-35.69,71.63,3.99,-2.20,0.13,4.92,6.82,-2.50,-0.80,-0.73,0.00,-5.72,-7.55,2.50,28
20.31,-34.44,59.38,4.60,-1.45,0.64,-33.61,15.43,33.53,-39.16,8.47,37.65,-5.55,-6.95,4.11,28
13.88,-43.56,33.19,4.51,-3.54,5.31,7.48,-7.47,9.74,0.72,-11.37,15.68,-6.76,-3.89,5.94,28
12.13,-43.00,20.06,4.01,-1.67,2.10,0.58,3.09,-5.48,-6.10,0.63,1.24,-6.69,-2.46,6.73,28
12.38,-40.13,15.06,0.89,-1.83,-0.54,-2.33,-0.54,7.02,-8.51,-2.46,14.38,-6.18,-1.92,7.36,28
13.75,-36.44,13.69,0.75,-1.31,-0.32,-4.39,-4.93,5.69,-10.14,-6.72,13.43,-5.74,-1.79,7.74,28
13.19,-34.81,9.56,1.53,-0.54,1.10,0.50,-1.66,-1.52,-5.08,-2.81,6.43,-5.59,-1.15,7.96,28
10.50,-35.19,4.56,0.82,0.23,1.65,1.55,-0.83,-3.27,-4.34,-0.65,5.19,-5.69,-0.50,7.96,28
7.56,-36.50,1.69,0.06,0.66,1.30,2.35,-0.01,-1.13,-3.48,-0.25,6.73,-5.89,-0.16,7.83,28
5.19,-38.56,-0.38,0.20,1.02,0.99,2.04,0.41,-1.49,-4.07,0.47,6.17,-6.19,0.13,7.60,28
3.75,-40.75,-2.56,0.30,1.03,0.57,1.41,-0.50,-2.98,-4.99,-0.16,4.42,-6.48,0.37,7.34,28
2.69,-43.88,-4.38,0.36,1.73,0.63,-0.82,-1.80,5.65,-7.63,-1.26,12.69,-6.80,0.54,7.04,28
0.81,-49.31,-8.69,0.69,3.12,1.17,-3.48,-3.79,5.15,-10.92,-2.82,11.46,-7.44,0.96,6.31,28
358.44,-53.56,-14.25,0.51,1.22,1.45,-6.14,-5.23,0.00,-14.08,-3.65,5.54,-7.93,1.57,5.53,28
355.50,-54.69,-20.88,0.64,1.17,1.68,-4.30,-5.87,2.45,-12.34,-3.66,7.61,-8.04,2.20,5.16,28
351.06,-56.06,-31.63,0.97,1.98,2.49,-4.72,-4.20,0.84,-12.86,-1.06,5.31,-8.14,3.13,4.46,28
343.56,-55.19,-46.63,0.77,2.41,3.68,-2.98,-4.23,0.30,-10.97,0.14,3.92,-7.99,4.38,3.61,28
334.13,-51.38,-60.38,0.56,2.11,3.86,-1.75,-4.76,1.27,-8.55,0.48,3.93,-7.51,5.61,2.83,28
324.13,-45.25,-69.94,0.42,1.64,3.92,-2.17,-3.67,-0.77,-8.85,2.22,1.72,-6.74,6.75,2.24,28
314.56,-37.88,-75.31,0.41,0.97,3.83,-1.59,-4.81,-1.46,-7.27,2.76,0.19,-5.75,7.71,1.88,28
305.38,-30.00,-78.38,0.28,0.55,3.71,-1.36,-4.52,-3.13,-5.88,3.92,-1.63,-4.62,8.48,1.66,28
297.88,-22.75,-80.13,0.41,0.11,3.24,0.31,-4.58,-1.77,-3.47,4.32,-0.23,-3.51,9.02,1.50,28
291.00,-16.00,-81.56,0.44,0.15,2.98,0.30,-5.40,-2.57,-2.40,3.91,-1.19,-2.70,9.32,1.37,28
